DATE,DTB3
1/2/09,0.08
1/5/09,0.14
1/6/09,0.14
1/7/09,0.11
1/8/09,0.09
1/9/09,0.07
1/12/09,0.12
1/13/09,0.11
1/14/09,0.12
1/15/09,0.11
1/16/09,0.12
1/19/09,
1/20/09,0.13
1/21/09,0.11
1/22/09,0.1
1/23/09,0.11
1/26/09,0.15
1/27/09,0.13
1/28/09,0.19
1/29/09,0.23
1/30/09,0.24
2/2/09,0.27
2/3/09,0.32
2/4/09,0.3
2/5/09,0.29
2/6/09,0.28
2/9/09,0.32
2/10/09,0.31
2/11/09,0.3
2/12/09,0.29
2/13/09,0.29
2/16/09,
2/17/09,0.32
2/18/09,0.31
2/19/09,0.3
2/20/09,0.27
2/23/09,0.3
2/24/09,0.32
2/25/09,0.3
2/26/09,0.27
2/27/09,0.26
3/2/09,0.28
3/3/09,0.27
3/4/09,0.26
3/5/09,0.2
3/6/09,0.2
3/9/09,0.23
3/10/09,0.24
3/11/09,0.23
3/12/09,0.21
3/13/09,0.19
3/16/09,0.24
3/17/09,0.24
3/18/09,0.21
3/19/09,0.2
3/20/09,0.21
3/23/09,0.22
3/24/09,0.21
3/25/09,0.19
3/26/09,0.15
3/27/09,0.13
3/30/09,0.18
3/31/09,0.21
4/1/09,0.22
4/2/09,0.22
4/3/09,0.21
4/6/09,0.2
4/7/09,0.2
4/8/09,0.18
4/9/09,0.18
4/10/09,
4/13/09,0.18
4/14/09,0.17
4/15/09,0.15
4/16/09,0.13
4/17/09,0.14
4/20/09,0.14
4/21/09,0.15
4/22/09,0.14
4/23/09,0.1
4/24/09,0.1
4/27/09,0.13
4/28/09,0.13
4/29/09,0.11
4/30/09,0.14
5/1/09,0.15
5/4/09,0.19
5/5/09,0.19
5/6/09,0.19
5/7/09,0.18
5/8/09,0.18
5/11/09,0.19
5/12/09,0.19
5/13/09,0.17
5/14/09,0.16
5/15/09,0.17
5/18/09,0.19
5/19/09,0.18
5/20/09,0.18
5/21/09,0.19
5/22/09,0.18
5/25/09,
5/26/09,0.18
5/27/09,0.17
5/28/09,0.15
5/29/09,0.14
6/1/09,0.13
6/2/09,0.14
6/3/09,0.14
6/4/09,0.14
6/5/09,0.19
6/8/09,0.19
6/9/09,0.19
6/10/09,0.18
6/11/09,0.19
6/12/09,0.18
6/15/09,0.17
6/16/09,0.17
6/17/09,0.17
6/18/09,0.18
6/19/09,0.18
6/22/09,0.2
6/23/09,0.2
6/24/09,0.19
6/25/09,0.18
6/26/09,0.19
6/29/09,0.2
6/30/09,0.19
7/1/09,0.17
7/2/09,0.17
7/3/09,
7/6/09,0.19
7/7/09,0.19
7/8/09,0.18
7/9/09,0.19
7/10/09,0.18
7/13/09,0.18
7/14/09,0.18
7/15/09,0.18
7/16/09,0.19
7/17/09,0.17
7/20/09,0.19
7/21/09,0.19
7/22/09,0.19
7/23/09,0.19
7/24/09,0.18
7/27/09,0.19
7/28/09,0.19
7/29/09,0.19
7/30/09,0.18
7/31/09,0.18
8/3/09,0.19
8/4/09,0.18
8/5/09,0.18
8/6/09,0.17
8/7/09,0.18
8/10/09,0.19
8/11/09,0.18
8/12/09,0.17
8/13/09,0.17
8/14/09,0.18
8/17/09,0.18
8/18/09,0.18
8/19/09,0.17
8/20/09,0.17
8/21/09,0.17
8/24/09,0.17
8/25/09,0.17
8/26/09,0.15
8/27/09,0.15
8/28/09,0.15
8/31/09,0.15
9/1/09,0.14
9/2/09,0.14
9/3/09,0.15
9/4/09,0.14
9/7/09,
9/8/09,0.14
9/9/09,0.14
9/10/09,0.14
9/11/09,0.14
9/14/09,0.14
9/15/09,0.13
9/16/09,0.1
9/17/09,0.1
9/18/09,0.08
9/21/09,0.11
9/22/09,0.11
9/23/09,0.11
9/24/09,0.1
9/25/09,0.1
9/28/09,0.11
9/29/09,0.13
9/30/09,0.14
10/1/09,0.1
10/2/09,0.1
10/5/09,0.08
10/6/09,0.08
10/7/09,0.09
10/8/09,0.06
10/9/09,0.07
10/12/09,
10/13/09,0.07
10/14/09,0.07
10/15/09,0.07
10/16/09,0.07
10/19/09,0.08
10/20/09,0.08
10/21/09,0.07
10/22/09,0.06
10/23/09,0.07
10/26/09,0.08
10/27/09,0.08
10/28/09,0.07
10/29/09,0.06
10/30/09,0.05
11/2/09,0.06
11/3/09,0.06
11/4/09,0.05
11/5/09,0.04
11/6/09,0.06
11/9/09,0.07
11/10/09,0.07
11/11/09,
11/12/09,0.07
11/13/09,0.06
11/16/09,0.07
11/17/09,0.06
11/18/09,0.04
11/19/09,0.02
11/20/09,0.02
11/23/09,0.05
11/24/09,0.05
11/25/09,0.05
11/26/09,
11/27/09,0.03
11/30/09,0.06
12/1/09,0.06
12/2/09,0.05
12/3/09,0.06
12/4/09,0.06
12/7/09,0.04
12/8/09,0.03
12/9/09,0.03
12/10/09,0.02
12/11/09,0.03
12/14/09,0.04
12/15/09,0.05
12/16/09,0.04
12/17/09,0.04
12/18/09,0.05
12/21/09,0.08
12/22/09,0.08
12/23/09,0.07
12/24/09,0.05
12/25/09,
12/28/09,0.11
12/29/09,0.1
12/30/09,0.05
12/31/09,0.06
1/1/10,
1/4/10,0.08
1/5/10,0.07
1/6/10,0.06
1/7/10,0.05
1/8/10,0.05
1/11/10,0.04
1/12/10,0.05
1/13/10,0.06
1/14/10,0.05
1/15/10,0.06
1/18/10,
1/19/10,0.06
1/20/10,0.05
1/21/10,0.06
1/22/10,0.06
1/25/10,0.06
1/26/10,0.07
1/27/10,0.08
1/28/10,0.08
1/29/10,0.08
2/1/10,0.1
2/2/10,0.1
2/3/10,0.1
2/4/10,0.09
2/5/10,0.1
2/8/10,0.12
2/9/10,0.12
2/10/10,0.11
2/11/10,0.11
2/12/10,0.1
2/15/10,
2/16/10,0.1
2/17/10,0.1
2/18/10,0.1
2/19/10,0.11
2/22/10,0.11
2/23/10,0.12
2/24/10,0.12
2/25/10,0.13
2/26/10,0.13
3/1/10,0.13
3/2/10,0.14
3/3/10,0.14
3/4/10,0.14
3/5/10,0.15
3/8/10,0.16
3/9/10,0.16
3/10/10,0.15
3/11/10,0.16
3/12/10,0.15
3/15/10,0.17
3/16/10,0.16
3/17/10,0.15
3/18/10,0.16
3/19/10,0.16
3/22/10,0.15
3/23/10,0.14
3/24/10,0.14
3/25/10,0.14
3/26/10,0.14
3/29/10,0.15
3/30/10,0.16
3/31/10,0.16
4/1/10,0.16
4/2/10,0.16
4/5/10,0.18
4/6/10,0.17
4/7/10,0.17
4/8/10,0.17
4/9/10,0.16
4/12/10,0.16
4/13/10,0.16
4/14/10,0.16
4/15/10,0.16
4/16/10,0.16
4/19/10,0.16
4/20/10,0.16
4/21/10,0.15
4/22/10,0.16
4/23/10,0.16
4/26/10,0.16
4/27/10,0.16
4/28/10,0.16
4/29/10,0.17
4/30/10,0.16
5/3/10,0.17
5/4/10,0.16
5/5/10,0.15
5/6/10,0.11
5/7/10,0.13
5/10/10,0.16
5/11/10,0.16
5/12/10,0.16
5/13/10,0.16
5/14/10,0.16
5/17/10,0.16
5/18/10,0.17
5/19/10,0.17
5/20/10,0.17
5/21/10,0.17
5/24/10,0.17
5/25/10,0.17
5/26/10,0.17
5/27/10,0.17
5/28/10,0.16
5/31/10,
6/1/10,0.16
6/2/10,0.16
6/3/10,0.14
6/4/10,0.14
6/7/10,0.12
6/8/10,0.12
6/9/10,0.1
6/10/10,0.1
6/11/10,0.08
6/14/10,0.07
6/15/10,0.09
6/16/10,0.1
6/17/10,0.09
6/18/10,0.11
6/21/10,0.12
6/22/10,0.13
6/23/10,0.13
6/24/10,0.13
6/25/10,0.13
6/28/10,0.17
6/29/10,0.15
6/30/10,0.18
7/1/10,0.17
7/2/10,0.17
7/5/10,
7/6/10,0.17
7/7/10,0.16
7/8/10,0.15
7/9/10,0.16
7/12/10,0.16
7/13/10,0.15
7/14/10,0.15
7/15/10,0.15
7/16/10,0.15
7/19/10,0.17
7/20/10,0.16
7/21/10,0.16
7/22/10,0.16
7/23/10,0.16
7/26/10,0.16
7/27/10,0.15
7/28/10,0.15
7/29/10,0.15
7/30/10,0.15
8/2/10,0.16
8/3/10,0.16
8/4/10,0.16
8/5/10,0.15
8/6/10,0.15
8/9/10,0.15
8/10/10,0.15
8/11/10,0.15
8/12/10,0.16
8/13/10,0.15
8/16/10,0.16
8/17/10,0.17
8/18/10,0.16
8/19/10,0.16
8/20/10,0.15
8/23/10,0.16
8/24/10,0.16
8/25/10,0.16
8/26/10,0.16
8/27/10,0.15
8/30/10,0.14
8/31/10,0.14
9/1/10,0.13
9/2/10,0.14
9/3/10,0.14
9/6/10,
9/7/10,0.14
9/8/10,0.14
9/9/10,0.14
9/10/10,0.14
9/13/10,0.15
9/14/10,0.15
9/15/10,0.15
9/16/10,0.16
9/17/10,0.16
9/20/10,0.17
9/21/10,0.17
9/22/10,0.16
9/23/10,0.16
9/24/10,0.15
9/27/10,0.16
9/28/10,0.16
9/29/10,0.16
9/30/10,0.16
10/1/10,0.16
10/4/10,0.13
10/5/10,0.12
10/6/10,0.13
10/7/10,0.13
10/8/10,0.12
10/11/10,
10/12/10,0.13
10/13/10,0.13
10/14/10,0.14
10/15/10,0.14
10/18/10,0.15
10/19/10,0.14
10/20/10,0.14
10/21/10,0.13
10/22/10,0.13
10/25/10,0.14
10/26/10,0.14
10/27/10,0.14
10/28/10,0.13
10/29/10,0.12
11/1/10,0.13
11/2/10,0.13
11/3/10,0.13
11/4/10,0.13
11/5/10,0.13
11/8/10,0.13
11/9/10,0.13
11/10/10,0.13
11/11/10,
11/12/10,0.13
11/15/10,0.14
11/16/10,0.15
11/17/10,0.14
11/18/10,0.15
11/19/10,0.14
11/22/10,0.15
11/23/10,0.15
11/24/10,0.16
11/25/10,
11/26/10,0.16
11/29/10,0.18
11/30/10,0.17
12/1/10,0.16
12/2/10,0.16
12/3/10,0.14
12/6/10,0.15
12/7/10,0.14
12/8/10,0.15
12/9/10,0.14
12/10/10,0.13
12/13/10,0.15
12/14/10,0.15
12/15/10,0.14
12/16/10,0.13
12/17/10,0.11
12/20/10,0.14
12/21/10,0.14
12/22/10,0.14
12/23/10,0.14
12/24/10,
12/27/10,0.17
12/28/10,0.15
12/29/10,0.13
12/30/10,0.12
12/31/10,0.12
1/3/11,0.15
1/4/11,0.14
1/5/11,0.14
1/6/11,0.15
1/7/11,0.14
1/10/11,0.15
1/11/11,0.15
1/12/11,0.15
1/13/11,0.15
1/14/11,0.15
1/17/11,
1/18/11,0.16
1/19/11,0.16
1/20/11,0.16
1/21/11,0.16
1/24/11,0.16
1/25/11,0.16
1/26/11,0.16
1/27/11,0.15
1/28/11,0.15
1/31/11,0.15
2/1/11,0.15
2/2/11,0.16
2/3/11,0.14
2/4/11,0.15
2/7/11,0.16
2/8/11,0.15
2/9/11,0.14
2/10/11,0.12
2/11/11,0.12
2/14/11,0.13
2/15/11,0.13
2/16/11,0.12
2/17/11,0.09
2/18/11,0.1
2/21/11,
2/22/11,0.12
2/23/11,0.12
2/24/11,0.13
2/25/11,0.13
2/28/11,0.15
3/1/11,0.14
3/2/11,0.13
3/3/11,0.13
3/4/11,0.12
3/7/11,0.11
3/8/11,0.11
3/9/11,0.1
3/10/11,0.08
3/11/11,0.08
3/14/11,0.09
3/15/11,0.1
3/16/11,0.1
3/17/11,0.08
3/18/11,0.07
3/21/11,0.1
3/22/11,0.1
3/23/11,0.09
3/24/11,0.09
3/25/11,0.09
3/28/11,0.11
3/29/11,0.1
3/30/11,0.1
3/31/11,0.09
4/1/11,0.07
4/4/11,0.06
4/5/11,0.07
4/6/11,0.06
4/7/11,0.04
4/8/11,0.04
4/11/11,0.05
4/12/11,0.05
4/13/11,0.06
4/14/11,0.07
4/15/11,0.07
4/18/11,0.07
4/19/11,0.06
4/20/11,0.06
4/21/11,0.06
4/22/11,
4/25/11,0.07
4/26/11,0.07
4/27/11,0.06
4/28/11,0.04
4/29/11,0.04
5/2/11,0.05
5/3/11,0.03
5/4/11,0.03
5/5/11,0.02
5/6/11,0.02
5/9/11,0.03
5/10/11,0.03
5/11/11,0.03
5/12/11,0.02
5/13/11,0.03
5/16/11,0.04
5/17/11,0.04
5/18/11,0.05
5/19/11,0.05
5/20/11,0.05
5/23/11,0.06
5/24/11,0.06
5/25/11,0.06
5/26/11,0.05
5/27/11,0.05
5/30/11,
5/31/11,0.06
6/1/11,0.05
6/2/11,0.04
6/3/11,0.04
6/6/11,0.05
6/7/11,0.05
6/8/11,0.04
6/9/11,0.05
6/10/11,0.05
6/13/11,0.05
6/14/11,0.05
6/15/11,0.05
6/16/11,0.05
6/17/11,0.04
6/20/11,0.03
6/21/11,0.03
6/22/11,0.02
6/23/11,0.01
6/24/11,0.02
6/27/11,0.02
6/28/11,0.03
6/29/11,0.02
6/30/11,0.03
7/1/11,0.02
7/4/11,
7/5/11,0.02
7/6/11,0.01
7/7/11,0.03
7/8/11,0.03
7/11/11,0.03
7/12/11,0.03
7/13/11,0.01
7/14/11,0.01
7/15/11,0.02
7/18/11,0.02
7/19/11,0.03
7/20/11,0.02
7/21/11,0.05
7/22/11,0.05
7/25/11,0.05
7/26/11,0.07
7/27/11,0.08
7/28/11,0.07
7/29/11,0.1
8/1/11,0.1
8/2/11,0.06
8/3/11,0.02
8/4/11,0.02
8/5/11,0.01
8/8/11,0.05
8/9/11,0.03
8/10/11,0.02
8/11/11,0.03
8/12/11,0.02
8/15/11,0.02
8/16/11,0.03
8/17/11,0.01
8/18/11,0.01
8/19/11,0.02
8/22/11,0.01
8/23/11,0.01
8/24/11,0.02
8/25/11,0.01
8/26/11,0.01
8/29/11,0.02
8/30/11,0.01
8/31/11,0.02
9/1/11,0.02
9/2/11,0.02
9/5/11,
9/6/11,0.02
9/7/11,0.02
9/8/11,0.02
9/9/11,0.01
9/12/11,0.01
9/13/11,0.01
9/14/11,0.01
9/15/11,0.01
9/16/11,0.01
9/19/11,0.01
9/20/11,0.01
9/21/11,0.01
9/22/11,0
9/23/11,0.01
9/26/11,0.02
9/27/11,0.01
9/28/11,0.02
9/29/11,0.02
9/30/11,0.02
10/3/11,0.02
10/4/11,0.01
10/5/11,0
10/6/11,0.01
10/7/11,0.01
10/10/11,
10/11/11,0.02
10/12/11,0.02
10/13/11,0.02
10/14/11,0.02
10/17/11,0.04
10/18/11,0.04
10/19/11,0.03
10/20/11,0.03
10/21/11,0.02
10/24/11,0.02
10/25/11,0.01
10/26/11,0.02
10/27/11,0.02
10/28/11,0.01
10/31/11,0.01
11/1/11,0.01
11/2/11,0.01
11/3/11,0.01
11/4/11,0.01
11/7/11,0.01
11/8/11,0.01
11/9/11,0.01
11/10/11,0.01
11/11/11,
11/14/11,0.01
11/15/11,0.01
11/16/11,0.01
11/17/11,0.02
11/18/11,0.01
11/21/11,0.02
11/22/11,0.02
11/23/11,0.02
11/24/11,
11/25/11,0.02
11/28/11,0.03
11/29/11,0.02
11/30/11,0.01
12/1/11,0.01
12/2/11,0.02
12/5/11,0.01
12/6/11,0.01
12/7/11,0.02
12/8/11,0.01
12/9/11,0.01
12/12/11,0.01
12/13/11,0.01
12/14/11,0.01
12/15/11,0
12/16/11,0
12/19/11,0.01
12/20/11,0.01
12/21/11,0.01
12/22/11,0.01
12/23/11,0.01
12/26/11,
12/27/11,0.02
12/28/11,0.01
12/29/11,0.02
12/30/11,0.02
1/2/12,
1/3/12,0.02
1/4/12,0.02
1/5/12,0.02
1/6/12,0.02
1/9/12,0.01
1/10/12,0.02
1/11/12,0.02
1/12/12,0.03
1/13/12,0.03
1/16/12,
1/17/12,0.03
1/18/12,0.03
1/19/12,0.05
1/20/12,0.05
1/23/12,0.04
1/24/12,0.04
1/25/12,0.04
1/26/12,0.05
1/27/12,0.06
1/30/12,0.05
1/31/12,0.06
2/1/12,0.06
2/2/12,0.08
2/3/12,0.08
2/6/12,0.08
2/7/12,0.08
2/8/12,0.09
2/9/12,0.09
2/10/12,0.09
2/13/12,0.11
2/14/12,0.12
2/15/12,0.11
2/16/12,0.1
2/17/12,0.09
2/20/12,
2/21/12,0.08
2/22/12,0.09
2/23/12,0.09
2/24/12,0.1
2/27/12,0.12
2/28/12,0.1
2/29/12,0.08
3/1/12,0.08
3/2/12,0.07
3/5/12,0.08
3/6/12,0.08
3/7/12,0.08
3/8/12,0.08
3/9/12,0.09
3/12/12,0.09
3/13/12,0.08
3/14/12,0.09
3/15/12,0.08
3/16/12,0.09
3/19/12,0.1
3/20/12,0.1
3/21/12,0.09
3/22/12,0.08
3/23/12,0.08
3/26/12,0.09
3/27/12,0.09
3/28/12,0.09
3/29/12,0.07
3/30/12,0.07
4/2/12,0.08
4/3/12,0.08
4/4/12,0.08
4/5/12,0.08
4/6/12,0.07
4/9/12,0.09
4/10/12,0.09
4/11/12,0.09
4/12/12,0.09
4/13/12,0.09
4/16/12,0.08
4/17/12,0.08
4/18/12,0.07
4/19/12,0.07
4/20/12,0.08
4/23/12,0.08
4/24/12,0.09
4/25/12,0.09
4/26/12,0.09
4/27/12,0.09
4/30/12,0.1
5/1/12,0.09
5/2/12,0.08
5/3/12,0.09
5/4/12,0.07
5/7/12,0.1
5/8/12,0.09
5/9/12,0.09
5/10/12,0.1
5/11/12,0.1
5/14/12,0.1
5/15/12,0.09
5/16/12,0.1
5/17/12,0.1
5/18/12,0.08
5/21/12,0.09
5/22/12,0.09
5/23/12,0.09
5/24/12,0.1
5/25/12,0.09
5/28/12,
5/29/12,0.09
5/30/12,0.07
5/31/12,0.07
6/1/12,0.07
6/4/12,0.08
6/5/12,0.08
6/6/12,0.09
6/7/12,0.09
6/8/12,0.09
6/11/12,0.09
6/12/12,0.1
6/13/12,0.1
6/14/12,0.11
6/15/12,0.09
6/18/12,0.1
6/19/12,0.09
6/20/12,0.09
6/21/12,0.09
6/22/12,0.09
6/25/12,0.1
6/26/12,0.1
6/27/12,0.09
6/28/12,0.09
6/29/12,0.09
7/2/12,0.1
7/3/12,0.09
7/4/12,
7/5/12,0.08
7/6/12,0.08
7/9/12,0.09
7/10/12,0.09
7/11/12,0.1
7/12/12,0.1
7/13/12,0.1
7/16/12,0.1
7/17/12,0.1
7/18/12,0.09
7/19/12,0.09
7/20/12,0.09
7/23/12,0.1
7/24/12,0.1
7/25/12,0.1
7/26/12,0.11
7/27/12,0.11
7/30/12,0.11
7/31/12,0.11
8/1/12,0.1
8/2/12,0.09
8/3/12,0.09
8/6/12,0.1
8/7/12,0.11
8/8/12,0.11
8/9/12,0.11
8/10/12,0.1
8/13/12,0.11
8/14/12,0.11
8/15/12,0.09
8/16/12,0.09
8/17/12,0.09
8/20/12,0.11
8/21/12,0.11
8/22/12,0.11
8/23/12,0.11
8/24/12,0.1
8/27/12,0.11
