"time","date","value","log_value","feb","mar","apr","may","jun","jly","aug","sep","oct","nov","dec","early","febe","mare","apre","maye","june","jlye","auge","sepe","octe","nove","dece","exp_resid","quad_resid","exp_predict","quad_predict","exp_seasonal_resid","quad_seasonal_resid","exp_seasonal_predict","quad_seasonal_predict","exp_seasonal_chg_resid","quad_seasonal_chg_resid","exp_seasonal_chg_predict","quad_seasonal_chg_predict"
77,1987-05-01,3.32876601918272,1.20260167050625,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.01448674017704,5.26921520789751,3.28123166853991,-1.94044918871481,1.06828992917179,5.97166656683534,3.11597622357388,-2.64290054765262,0.979847482898577,4.90161342167859,3.3972287292463,-1.57284740249581
78,1987-06-01,3.45772547755299,1.24061099647324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.04101819648885,5.49986058687726,3.32148418655431,-2.0421351093243,1.03289199043487,5.82732206997213,3.34761573288724,-2.36959659241915,1.04075003290238,5.274848401832,3.32234001272169,-1.81712292427895
79,1987-07-01,3.43085892372585,1.23281064490965,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.02041157536288,5.5710294443528,3.36223050243797,-2.14017052062697,0.999351653644722,4.02190478072361,3.43308475171198,-0.591045856997769,1.02317418558737,5.19579279090274,3.35315234888994,-1.76493386717684
80,1987-08-01,3.438918889874,1.23515714579077,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.01041353281152,5.67347431249683,3.40347667385754,-2.23455542262284,0.993864277873813,5.0472148314902,3.46014940513902,-1.6082959416162,1.00723362607231,5.35361024602619,3.41422168686325,-1.91469135615214
81,1987-09-01,3.71027108352812,1.3111049422864,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.07693023122682,6.03556089884001,3.44522883279211,-2.32528981531191,1.03401303107455,2.96203556547588,3.58822468578795,0.748235518052226,1.08020031429843,5.72625448143116,3.43479911495663,-2.01598339790299
82,1987-10-01,3.38518578221971,1.21940878882263,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.970664486278347,5.79755948091386,3.48749318644483,-2.41237369869417,1.00479040592746,8.24999249841182,3.369046681029,-4.86480671619213,0.987890061363191,5.45917257114846,3.42668269943772,-2.0739867889287
83,1987-11-01,4.08371618172537,1.40700740271743,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1.15676965787145,6.57952325449498,3.53027601816574,-2.49580707276963,1.12150860907908,6.00697515687099,3.64127047145782,-1.92325897514562,1.11440022408886,5.8825396319476,3.66449691363285,-1.79882345022218
84,1987-12-01,6.70857849063701,1.90338707915688,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.87726917168327,9.28416842817528,3.57358368838588,-2.57558993753828,1.43815708534085,3.80733233600298,4.66470496096541,2.90124615463403,1.22514407043026,4.86778587110919,5.47574661017706,1.84079261952788
85,1988-01-01,2.35888342602294,0.858188382512225,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.65208952994122,5.01060571902305,3.6174226355629,-2.65172229300012,0.686714831896048,5.71924055682388,3.43502618038694,-3.36035713080094,0.906776537624454,5.92146799729333,2.60139442094815,-3.56258457127034
86,1988-02-01,3.15144676392359,1.14786163753059,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.860627915226335,5.87565090307874,3.66179937713826,-2.72420413915517,1.05539684820856,13.5587823334281,2.98603010732209,-10.4073355695045,1.05934506366416,6.42272385053987,2.97490107050019,-3.27127708661622
87,1988-03-01,4.04341635098466,1.39708996606009,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.09083388928953,6.83645182698806,3.70672051050613,-2.7930354760034,1.05893226225137,5.03612087770267,3.81838999067612,-0.992704526717995,1.08240082707949,6.06321941398614,3.73559983494703,-2.01980306300142
88,1988-04-01,4.32014185540421,1.46328823861602,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.15136459790345,7.17835815894902,3.75219271399423,-2.85821630354483,1.21252858966615,7.88923925053036,3.56291958162711,-3.56909739512616,1.10644719625692,6.22666945025283,3.90451697109372,-1.90652759484858
89,1988-05-01,4.38730823997206,1.47871588184758,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.15509503555255,7.3070548617515,3.79822274785671,-2.91974662177946,1.21646645721278,8.01867591055748,3.60660025926605,-3.63136767058542,1.12128455321617,6.20742343202491,3.91275187675419,-1.8201151920528
90,1988-06-01,3.9547567233551,1.37491908816593,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.02859414506793,6.93238315406236,3.84481745527913,-2.97762643070728,1.02065812785769,7.26896156281221,3.87471241879582,-3.31420483945711,1.03351831238849,5.97474585809282,3.82649893664251,-2.01998913473768
91,1988-07-01,4.46790790145348,1.49692026807004,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.14797701456882,7.49976363178176,3.89198376339585,-3.0318557303283,1.12438699285557,5.95970312959437,3.97363890710483,-1.49179522814089,1.15689356692009,6.39130639999083,3.86198698757402,-1.9233984985373
92,1988-08-01,4.74463340587303,1.55701417004102,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.20430460725803,7.82706792651552,3.93972868431986,-3.08243452064251,1.184687855251,7.20981984273752,4.00496500816056,-2.46518643686449,1.20657250733266,6.77338781428742,3.93232348411607,-2.02875440841434
93,1988-09-01,4.90851938421859,1.59097234525512,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.23080400642429,8.03788218586849,3.9880593161853,-3.12936280164991,1.18186264533587,4.97331548551982,4.15320629989422,-0.0647961013012335,1.2407710383533,6.99416425528556,3.95602349868914,-2.08564487106693
94,1988-10-01,4.61030063673732,1.52829306892502,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.14201640548411,7.78294121008783,4.03698284420265,-3.17264057335051,1.18227455721381,10.2442800963881,3.89951776311766,-5.63397945965075,1.16814790472201,6.70954731973173,3.94667543219577,-2.09924668299437
95,1988-11-01,5.57749657451439,1.71874003316289,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1.36485688143724,8.78976441025869,4.08650654172699,-3.2122678357443,1.32337369711065,8.2260694172238,4.21460437568907,-2.64857284270941,1.32150080392528,7.35717833970403,4.22057751152891,-1.77968176518959
96,1988-12-01,8.75312323688241,2.1694105780391,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2.11599944706989,12.0013678257137,4.13663777133932,-3.24824458883129,1.62119400250409,6.53333207391734,5.39918308565315,2.21979116296508,1.38791279578884,6.84878735322372,6.30668098416618,1.90433588365873
97,1989-01-01,2.91502109024475,1.06987705485167,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.696143726018864,6.19559192285623,4.18738398594109,-3.28057083261148,0.733175215280071,6.91297433681982,3.97588602218532,-3.99795324657506,0.972921893641679,6.36966081828601,2.99615119085637,-3.45463972804122
98,1989-02-01,3.63504473281212,1.2906214170479,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.857574141374894,6.94429129989698,4.23875272986226,-3.30924656708486,1.05174801959428,14.6361175421959,3.45619356071082,-11.0010728093838,1.06091285407475,6.75397539710102,3.42633678049111,-3.11893066428884
99,1989-03-01,4.99717901184815,1.60887355558436,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.16463953897553,8.33145080409958,4.29075163998289,-3.33427179225144,1.13068270678671,6.5397619025506,4.41961213508754,-1.54258289070244,1.16146743975261,6.82023407342397,4.3024701690411,-1.82305506157578
100,1989-04-01,5.80048897127965,1.75794221939192,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.33547552613254,9.15613547939086,4.34338844686844,-3.3556465081112,1.40654849675289,9.87560585449543,4.1239167968047,-4.07511688321576,1.28985166981769,7.46586698560436,4.49702016674483,-1.66537801432467
101,1989-05-01,5.30883103624298,1.66937166718492,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.20746607269905,8.68220175090714,4.39667097591915,-3.37337071466417,1.27173615791136,9.40235931902318,4.17447518749641,-4.0935282827802,1.1780373892621,6.84339506867365,4.50650470403858,-1.53456403243062
102,1989-06-01,5.37868407619355,1.68244374875228,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.20852816181856,8.76612848810388,4.45060714853335,-3.38744441191033,1.19931340263564,9.11119065195061,4.48480277496541,-3.73250657575705,1.22044136482687,7.06872047221083,4.40716304052555,-1.69003639601724
103,1989-07-01,5.17718492248999,1.64426145729148,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.14915635175269,8.57505252233968,4.50520498328516,-3.39786759984968,1.1256448894637,7.043423011036,4.59930566997606,-1.866238088546,1.16392595067986,6.72622910320864,4.44803633724803,-1.54904418071861
104,1989-08-01,5.083151984095,1.62593153848893,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.11461079435252,8.48779226257725,4.56047259711656,-3.40464027848224,1.09655518992177,7.87892240546978,4.63556420216081,-2.79577042137476,1.12234490112109,6.69315049559242,4.52904626645298,-1.60999851149738
105,1989-09-01,4.41954810456463,1.48603745207658,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.957354361504675,7.82731055237261,4.61641820654415,-3.40776244780798,0.919370335792288,4.7710693144813,4.80714673130712,-0.351521209916662,0.969977102641747,6.04203549961637,4.55634271420215,-1.6224873950517
106,1989-10-01,4.69090029821875,1.54562452527666,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.00381981122517,8.09813440604567,4.67305012888067,-3.40723410782692,1.03930119106615,10.5677459905901,4.51351382885134,-5.87684569237135,1.03197046956482,6.28258792609967,4.54557609598741,-1.59168762788088
107,1989-11-01,4.8923994519223,1.58768286860472,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1.03425153552607,8.29545471046137,4.73037678347152,-3.40305525853906,1.00290828886273,7.73997965145749,4.87821220170604,-2.84758019953517,1.00645070398516,6.12012058290018,4.86104230694087,-1.22772113097783
108,1989-12-01,5.98367231371809,1.7890344787647,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.24961656296495,9.37889821366247,4.78840669294643,-3.39522589994439,0.957493585126,3.91902963168395,6.24930799189707,2.06464268203415,0.82377653765876,3.48297421674937,7.26370810550659,2.50069809696875
109,1990-01-01,2.56453696448614,0.941777941658744,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.529081577074448,5.94828299652905,4.8471484844865,-3.38374603204291,0.557277056154964,6.6737798160973,4.60190660311881,-4.10924285161114,0.743169226890169,5.37841290011911,3.45081156712796,-2.81387593563294
110,1990-02-01,3.52385591156477,1.25955581948681,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.71818531971869,6.89247156639941,4.90661089110684,-3.36861565483463,0.880878907277688,14.5923594500898,4.00038629878773,-11.068503538525,0.892957056255283,5.95762120434712,3.94627702069175,-2.4337652927823
111,1990-03-01,3.87539442197327,1.35464744394112,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.780259377054537,7.22522919029281,4.96680275295479,-3.34983476831954,0.757578913576788,5.44154916592214,5.1154993262368,-1.56615474394887,0.782060806845185,4.96888253294427,4.95536202307148,-1.09348811097097
112,1990-04-01,4.30317019969929,1.45935200680403,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.855886775164675,7.63057357219694,5.02773301862428,-3.32740337249765,0.901518731493076,8.35800006026665,4.77324546831376,-4.05482986056735,0.830818518662408,5.19457968432092,5.17943462144688,-0.891409484621599
113,1990-05-01,4.56152982783084,1.51765805582199,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.896278578218567,7.86285129519981,5.08941074648608,-3.30132146736896,0.944071224863107,8.59091221206782,4.83176449795118,-4.02938238423695,0.878846788414342,5.27772375146017,5.19035841965239,-0.716193923629292
114,1990-06-01,4.25234535482095,1.44747067891727,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.825402407739313,7.52393440775442,5.15184510603459,-3.27158905293345,0.819183705296587,7.87684715613994,5.19095451646146,-3.62450180131896,0.837745089701856,5.07961006293863,5.07594184328112,-0.827264708117645
115,1990-07-01,4.39846678384617,1.48125602198176,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.84341869801292,7.63667291303732,5.21504537925099,-3.23820612919115,0.826238006551968,6.11284122205927,5.32348639129023,-1.71437443821308,0.858569526512494,5.04033769756694,5.1230175868374,-0.641870913720744
116,1990-08-01,4.58905995213994,1.52367519964201,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.869301331665095,7.79023264828199,5.27902096198319,-3.20117269614203,0.855297606303826,7.18910784728697,5.36545398738059,-2.600047895147,0.87975036130618,5.24748361754123,5.21632062228026,-0.65842366540125
117,1990-09-01,4.40481988945596,1.48269937080101,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.824288942287871,7.5653086432421,5.34378136534269,-3.16048875378612,0.791656718961669,4.51675969725006,5.56405293349028,-0.111939807794073,0.839371563213913,5.0313308593133,5.24775925525773,-0.626510969857311
118,1990-10-01,4.55517672222105,1.51626432737338,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.842095321752342,7.67133102434445,5.40933621711856,-3.1161543021234,0.871939954559135,10.148582136575,5.22418625090327,-5.59340541435392,0.870079182049759,5.1064863458093,5.23535882273361,-0.55130962358823
119,1990-11-01,4.65552730354764,1.53805518112307,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.850216653733108,7.72369664470152,5.47569526320883,-3.06816934115387,0.824525925031668,7.17580834917057,5.64630797190378,-2.52028104562291,0.831537724761083,4.79846885113459,5.59869644505337,-0.14294154758692
120,1990-12-01,6.59121809233833,1.88573817093876,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.1891348762888,9.60775196321589,5.54286836906932,-3.01653387087754,0.911233921724301,4.15541738049711,7.2332887694369,2.43580071184125,0.78786131764573,2.96133883288043,8.36596231432463,3.62987925945793
121,1991-01-01,3.07156124930583,1.12218598259373,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.547430915553229,6.03280914060025,5.6108655211804,-2.96124789129441,0.576656916215771,6.76578719521507,5.32649685269105,-3.69422594590921,0.772823668785035,4.71185444335136,3.97446581072584,-1.6402931940455
122,1991-02-01,3.1213496486088,1.13826548796808,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.549562721891935,6.02366105101327,5.67969682853157,-2.90231140240446,0.674119072787955,13.7309774055371,4.63026455504342,-10.6096277569282,0.686747886404888,4.33713062070543,4.54511722627791,-1.21578097209659
123,1991-03-01,4.94245610003638,1.59786239388589,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.859651393138608,7.78218050424411,5.7493725241244,-2.83972440420771,0.834739402738504,6.00587618649367,5.92095698827899,-1.06342008645726,0.865984087751296,4.7735583112234,5.70732900285786,0.168897788813003
124,1991-04-01,5.16151085284567,1.64122933757473,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.886872321164346,7.93499774954985,5.81990296649386,-2.77348689670417,0.934241599581531,8.66974718002662,5.52481376889836,-3.50823632718091,0.865240757930903,4.74613285858506,5.96540420170297,0.415377994260633
125,1991-05-01,5.15440636820414,1.63985195433046,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.874918533600605,7.85800524809797,5.89129864124823,-2.7035988798938,0.921656355077212,8.59333634315985,5.59254687477561,-3.43892997495567,0.86223130268263,4.51941123385297,5.97798566598941,0.634995134351206
126,1991-06-01,5.06958064817409,1.62325810179054,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.850091557561219,7.69964100195075,5.96357016262805,-2.63006035377665,0.843763895958358,8.05977116431697,6.00829292703499,-2.99019051614286,0.867157287884715,4.501254719213,5.84620658674331,0.56832592896112
127,1991-07-01,5.15171319204556,1.63932931800665,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.853394911496794,7.70458451039826,6.03672827508407,-2.55287131835267,0.836087353062826,6.18791746918772,6.16169252312377,-1.03620427714213,0.873108687994603,4.3535918895893,5.90042598691608,0.798121302456277
128,1991-08-01,5.45593640960573,1.69670426534232,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.892837406653402,7.92796818322766,6.11078385487461,-2.47203177362191,0.87853476237326,7.33395526778698,6.21026810011154,-1.87801885818122,0.908128910994598,4.62996627973172,6.00788758462749,0.825970129874035
129,1991-09-01,5.43035265655532,1.69200407779557,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.877881338536191,7.81789437613967,6.18574791168254,-2.38754171958433,0.843204483118149,4.7764045514888,6.44013731577186,0.65394810506654,0.898455581030693,4.5280682520391,6.04409697174535,0.902284404516241
130,1991-10-01,5.13478341699201,1.63603766469004,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.820039209107372,7.43418457323198,6.26163159025203,-2.29940115623994,0.849179700069832,9.9184420425905,6.04675714288714,-4.78365862559847,0.85156569317272,4.11289608710844,6.02981479662608,1.02188732988358
131,1991-11-01,5.57335160257004,1.71799659695617,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.879293039854201,7.78096168615882,6.33844617204542,-2.20761008358875,0.852801596983784,7.2400269835427,6.53534376844749,-1.66667538097263,0.864314901175525,4.09869461758691,6.4482882280404,1.47465698498316
132,1991-12-01,9.14078808815651,2.21274660583612,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.42464133048354,11.2529565897873,6.41620307692043,-2.11216850163077,1.09180219439838,5.80752283577018,8.37220160854632,3.33326525238637,0.948659186308652,3.84890871703027,9.63548155130867,5.29187937112627
133,1992-01-01,3.016,1.10393145014571,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.464363356122801,5.02907641036599,6.49491386482791,-2.01307641036597,0.489199256168629,5.76890252946929,6.16517699479162,-2.75290252946926,0.658862896911532,2.94989150327892,4.57758361282403,0.0661084967210996
134,1992-02-01,4.851,1.57918486926308,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.737840659986461,6.76133380979439,6.57459023753044,-1.91033380979437,0.905152165129607,14.4754454645935,5.35931988772893,-9.62444546459345,0.926677600436706,4.31597770223176,5.23483032039829,0.535022297768281
135,1992-03-01,5.893,1.77376520585578,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.885467154063545,7.69694069991599,6.655244040342,-1.80394069991595,0.859885568878539,5.92737891822767,6.8532374693596,-0.0343789182276306,0.896491161708758,3.92889736222389,6.57340557464911,1.96410263777613
136,1992-04-01,6.084,1.80566237439705,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.903087696392281,7.77789708073077,6.73688726388898,-1.69389708073074,0.951409946845571,8.51933628305648,6.39471977371236,-2.43533628305644,0.885506613880311,3.82901557767799,6.87064320540732,2.25498442232202
137,1992-05-01,6.358,1.84971386248861,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.932322035766251,7.93820295223876,6.81953204589284,-1.58020295223872,0.9822160268524,8.68017105493641,6.47311775228794,-2.32217105493638,0.923438833225304,3.83899685848916,6.88513388352248,2.51900314151087
138,1992-06-01,6.82,1.91985947185537,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.987948953329621,8.28285831443994,6.90319067297454,-1.46285831443991,0.980684705486359,8.64957272022876,6.954324832279,-1.82957272022872,1.01286764072743,4.32326448478098,6.73335757385036,2.49673551521904
139,1992-07-01,6.273,1.83625470911461,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.897697723143008,7.61486316733431,6.98787558248121,-1.34186316733428,0.879571989349002,6.1047276053332,7.1318778632808,0.168272394666837,0.92306949760094,3.50206753218755,6.79580466725804,2.77093246781246
140,1992-08-01,6.37,1.85159946958407,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.90053163487281,7.58721751092188,7.07359936433515,-1.21721751092185,0.886186660873038,6.99968331047746,7.18810187655557,-0.629683310477424,0.920576987345304,3.52681712567153,6.91957336275521,2.84318287432849
141,1992-09-01,6.842,1.92308008655541,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.955536578259153,7.93092134520263,7.16037476290559,-1.0889213452026,0.91787611331128,4.89585747133485,7.45416500198177,1.94614252866519,0.982865579223745,3.87810127193106,6.96127745709004,2.96389872806895
142,1992-10-01,7.115,1.96220523154182,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.981621035688821,8.0719746701766,7.24821467890333,-0.956974670176557,1.01659625076859,10.562605326105,6.99884540654246,-3.447605326105,1.02450341633375,3.98709676746545,6.94482798843314,3.12790323253457
143,1992-11-01,7.635,2.0327429386706,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0405973099226,8.45637748584374,7.33713217129867,-0.821377485843712,1.00933824601346,7.92176320558435,7.56436212553681,-0.286763205584311,1.02803305632915,4.00992553326762,7.42680398552812,3.6250744667324
144,1992-12-01,13.343,2.59099190276028,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.7965191412745,14.0251297922041,7.42714045926287,-0.682129792204066,1.37692388540123,8.58596369633052,9.69044123750672,4.75703630366952,1.20232683822932,5.85630156802624,11.0976479736993,7.48669843197377
145,1993-01-01,3.204,1.16440002920611,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.426162837607556,3.74323158925764,7.5182529241334,-0.539231589257604,0.44899663251,4.48927260229132,7.13591098019792,-1.28527260229127,0.607713244353829,0.898670863333138,5.27222342077925,2.30532913666688
146,1993-02-01,6.473,1.86763967956337,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.85053733189435,6.86568287700438,7.61048311140333,-0.392682877004333,1.04349903683311,14.5859566615207,6.20316815973758,-8.11295666152063,1.07360735359859,3.65435548318771,6.02920609504335,2.81864451681231
147,1993-03-01,7.582,2.02577701709414,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.984183905963557,7.82448365544431,7.70384473273509,-0.242483655444268,0.955837631939179,6.06103123926002,7.93230957502461,1.52096876074002,1.00146512723305,3.28987356408158,7.57090765701282,4.29212643591842
148,1993-04-01,7.484,2.01276740841184,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.959689985604401,7.57263392457744,7.79835166799898,-0.0886339245773939,1.0111332376148,8.32012972819401,7.4015962699973,-0.83612972819396,0.94575547134913,2.85659020043742,7.91325054596195,4.62740979956259
149,1993-05-01,8.509,2.14112442686742,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.07790481795304,8.44013368440375,7.89401796733663,0.0688663155962814,1.13569350452254,9.18810562417909,7.49233835195463,-0.679105624179051,1.07302196875864,3.57316990215033,7.92994015755696,4.93583009784968
150,1993-06-01,7.376,1.99823148625429,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.923054837848259,7.14598293492327,7.99085785324982,0.230017065076765,0.916351428384196,7.5186484135766,8.04931358377005,-0.142648413576562,0.951112105991803,2.41803594934388,7.75513207489714,4.95796405065612
151,1993-07-01,8.763,2.17053831207371,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.08333833613103,8.36818167613598,8.08888572271493,0.394818323864065,1.06156120849052,6.86394442278621,8.25482311327157,1.89905557721383,1.11957812403558,3.48643741765219,7.82705539870082,5.27656258234782
152,1993-08-01,8.743,2.16825338019875,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.06776697356969,8.1797299080419,8.18811614932326,0.563270091958152,1.05085399650877,7.59804125203564,8.31989984245829,1.14495874796442,1.09704297290863,3.34978543203792,7.96960576377365,5.39321456796209
153,1993-09-01,9.568,2.25842419720828,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.15436161586432,8.83262763064099,8.28856388544768,0.735372369359048,1.10896615091534,5.8033565369982,8.62785576647451,3.76464346300185,1.1933688637696,4.00966799919918,8.01763837693631,5.55833200080082
154,1993-10-01,8.637,2.15605530029815,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.02940988838359,7.72587484393328,8.39024386443584,0.911125156066753,1.06618518710166,10.2222455158735,8.10084411647005,-1.58524551587349,1.0798014487385,2.8702619156353,7.99869273197434,5.76673808436471
155,1993-11-01,9.541,2.25559830176971,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1.12337309258767,8.45047154791878,8.49317120283028,1.09052845208126,1.08972699614364,7.92154451945802,8.75540390736761,1.61945548054203,1.11540969174752,3.23268910233921,8.55380769110228,6.3083108976608
156,1993-12-01,17.9668664324585,2.88852930787474,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2.08981174677087,16.693284175056,8.59736120261575,1.27358225740257,1.60186131186995,11.2597525667679,11.2162434408786,6.70711386569069,1.40567161260573,7.75252999045805,12.7816954339377,10.2143364420004
157,1994-01-01,5.716,1.74326926006762,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.656797895009288,4.25571342796935,8.70282935349415,1.4602865720307,0.692052309115183,5.00733616437532,8.25949126202344,0.708663835624733,0.941327819434974,0.638631274208204,6.07227352892959,5.07736872579181
158,1994-02-01,5.963,1.78557371014097,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.676875892776382,4.31235860403443,8.80959133518733,1.65064139596562,0.830514808275209,12.0381613477098,7.1798840196285,-6.07516134770979,0.858711263608766,0.32791431496452,6.94412691751622,5.6350856850355
